-13.780427,33.780102,Kamuzu Airport
-15.799067,35.034353,Kamuzu Stadium
-13.943675,33.75316,Bingu National Stadium
-13.951963,33.788029,Malawi Parliament
-15.372764,35.324404,Zomba High Court
-13.958937,33.792512,Kang'ombe House
-15.784444,35.002713,Amaryllis Hotel
-13.954658,33.791569,Umodzi park
